"","gnb","tnb","gns","farmer","optim","rep","landscape"
"1480",-4245048395531.03,-2664240782466.83,-158974452.092173,-680295.36909892,"Farmer",67,41
"1481",-6422881334406.7,-1902598603598.73,-174863239.89464,-697985.246714726,"Farmer",67,42
"1482",-2430673209944.31,-703245040419.986,-151646975.287993,-856898.249342902,"Farmer",67,43
"1483",-4018006848007.95,-1335723817620.76,-156024244.856397,-736078.203821916,"Farmer",67,44
"1484",-2822330601690.36,-935171805724.178,-151005634.87826,-805128.000341506,"Farmer",67,45
"1485",-6455051512128.3,-2608742386615.72,-171791975.432405,-647132.878418874,"Farmer",67,46
"1486",-7268495065162.88,-3646185508258.76,-170669895.890545,-641335.702483376,"Farmer",67,47
"1487",-1385638285652.22,-218932044294.36,-143317065.586567,-954033.508237424,"Farmer",67,48
"1488",-4133024617908.21,-1189550539603.25,-161322378.139891,-757241.918567528,"Farmer",67,49
"1489",-3834233576012.35,-1233415763715.62,-158059537.654038,-799363.940371315,"Farmer",67,50
"1490",-1178690413442.91,-180926676001.051,-138494276.828691,-988363.666363097,"Farmer",68,1
"1491",-9676680699583.74,-4702524809161.52,-193402864.871863,-593782.193987697,"Farmer",68,2
"1492",-9712550843620.39,-3300449180909.06,-198972712.45726,-646033.621928953,"Farmer",68,3
"1493",-8756588891249.87,-6211132358340.53,-174245323.771006,-520801.196417846,"Farmer",68,4
"1494",-1980750770106.71,-595252293542.724,-137055532.15492,-885668.202346484,"Farmer",68,5
"1495",-7733596851606.24,-4861337877804.24,-178037539.06472,-612165.698188848,"Farmer",68,6
"1496",-9281697261021.82,-5839725337077.86,-185027644.77862,-562709.133435342,"Farmer",68,7
"1497",-6348375442938.29,-2005018732329.9,-175129911.283431,-700667.029360731,"Farmer",68,8
"1498",-5026090595893.21,-2167512759837.84,-165414199.490964,-723219.449952678,"Farmer",68,9
"1499",-4802581843312.96,-1171251698363.89,-166379060.679577,-769658.444060825,"Farmer",68,10
"1500",-5831105552118.45,-2360527104606.19,-170200897.505935,-696113.86983475,"Farmer",68,11
"1501",-6849385107322.95,-4125675445787.75,-169964844.268351,-622173.890099035,"Farmer",68,12
"1502",-7755946909153.41,-3491377162248.63,-183160303.043113,-654080.138604229,"Farmer",68,13
"1503",-3296598194384.68,-958295157701.512,-155617698.692849,-805975.380202143,"Farmer",68,14
"1504",-1643732388671.45,-287136910501.164,-148215858.645945,-936911.873823696,"Farmer",68,15
"1505",-4498585296594.31,-1526294052003.87,-166298142.411927,-783885.38421122,"Farmer",68,16
"1506",-1690946390658.07,-499040233391.28,-141818321.339977,-920520.822967906,"Farmer",68,17
"1507",-2610492723515.58,-609233842601.448,-151399116.242878,-834233.240870307,"Farmer",68,18
"1508",-3105673244645.85,-868672279764.742,-150036317.839251,-819872.94303055,"Farmer",68,19
"1509",-1849517357171.48,-402516516460.78,-140369934.268715,-907825.669877386,"Farmer",68,20
"1510",-8730709623166.13,-3990190565943.32,-188483394.865534,-623766.881345169,"Farmer",68,21
"1511",-2282937179478.2,-468485040203.18,-149855254.641044,-880680.498085589,"Farmer",68,22
"1512",-9124603297814.35,-4753090563964.7,-189627106.943333,-601385.835784851,"Farmer",68,23
"1513",-7166975628631.44,-2586506672131.96,-180980905.314605,-683768.17087332,"Farmer",68,24
"1514",-1362603422719,-231124906532.27,-140099984.449156,-948353.428986173,"Farmer",68,25
"1515",-5712728779440.82,-2904105911403.62,-161870364.244292,-708037.734114753,"Farmer",68,26
"1516",-6407205075240.88,-3523415750916.95,-174502900.02768,-660144.551137791,"Farmer",68,27
"1517",-4282526306316.76,-1677245057567.31,-159545514.497466,-759412.532589356,"Farmer",68,28
"1518",-3187689424443.3,-1363562856083.07,-151377563.117831,-798476.013229726,"Farmer",68,29
"1519",-1262507861097.2,-214813208796.381,-142909273.195274,-977774.682541211,"Farmer",68,30
"1520",-8590843476024.19,-3487273023014.48,-187377716.060691,-639811.23990681,"Farmer",68,31
"1521",-4578607577133.4,-1346756970601.8,-160698152.121702,-736171.402686754,"Farmer",68,32
"1522",-4237159253929.16,-1788119538294.72,-157569026.894826,-743304.799046531,"Farmer",68,33
"1523",-2654704550282.38,-618560585872.779,-147946129.047449,-851517.74479083,"Farmer",68,34
"1524",-1521443296381.86,-239800169954.585,-143010872.726222,-969906.990814714,"Farmer",68,35
"1525",-6854600211066.75,-2974545038128.33,-180438895.62816,-662457.810614823,"Farmer",68,36
"1526",-9177459530864.93,-5932221304973.23,-184971339.057914,-575192.591725806,"Farmer",68,37
"1527",-3577405913590.64,-1035028222372.02,-156831750.606602,-804727.196481191,"Farmer",68,38
"1528",-8868028988685.56,-5208316057154.85,-183601127.015658,-583358.495862596,"Farmer",68,39
"1529",-8715536157135,-5526759076998.08,-183241426.917879,-587344.188322553,"Farmer",68,40
"1530",-2082076221839.56,-682798199913.857,-142629087.443264,-849017.714646106,"Farmer",68,41
"1531",-3836298474979.62,-1270964339867.11,-159499151.342847,-784760.185502157,"Farmer",68,42
"1532",-9583884253687.68,-3422512628768.27,-194552745.935609,-634906.478018021,"Farmer",68,43
"1533",-3711516572287.88,-1784354490410.35,-152359375.119627,-744294.388853809,"Farmer",68,44
"1534",-3386252203540.33,-1038715180454.44,-153559493.970323,-798840.234146658,"Farmer",68,45
"1535",-5748976558094.05,-3075224669169.86,-162127676.909529,-678413.361909122,"Farmer",68,46
"1536",-5591677295075.65,-2248533010328.11,-172838012.564441,-711364.327854052,"Farmer",68,47
"1537",-6215300854021.86,-2707137557734.49,-170354332.999909,-665860.055353956,"Farmer",68,48
"1538",-2401794020715.4,-790120697349.072,-142822456.658964,-843499.235708127,"Farmer",68,49
"1539",-4588704596350.81,-1550293662788.66,-164902766.238596,-714906.47339128,"Farmer",68,50
"1540",-1077884904659.09,-90174503089.2681,-139712953.652592,-951413.854964645,"Farmer",69,1
"1541",-8693974880802.51,-3561303237885.09,-184940121.89377,-665923.855468811,"Farmer",69,2
"1542",-2302714509531.88,-1205840644041.26,-137787230.135201,-796534.53199177,"Farmer",69,3
"1543",-8074459438008.93,-1870399908211.67,-192875833.036516,-691891.809119638,"Farmer",69,4
"1544",-6936999499648.58,-6802022724986.04,-158665896.017354,-488479.878066063,"Farmer",69,5
"1545",-2346863377642.17,-556097703130.69,-153094720.186897,-871989.657614399,"Farmer",69,6
"1546",-4221776478848.43,-1771615556753.64,-160680195.303495,-777568.789768426,"Farmer",69,7
"1547",-6203100528543.75,-4716716948008.31,-167467127.340972,-606644.217165098,"Farmer",69,8
"1548",-7901084522497.12,-2345274444009.43,-188707526.567068,-665187.737939137,"Farmer",69,9
"1549",-2187196981590.97,-1316591326883,-135710980.095641,-795457.99526842,"Farmer",69,10
"1550",-2022807749649.13,-379091986492.095,-149531168.420302,-906414.348187504,"Farmer",69,11
"1551",-2189394339273.82,-471141476765.067,-148344029.036739,-888573.50109626,"Farmer",69,12
"1552",-2366344221138.43,-1085343588549.38,-142336952.267065,-808224.745904519,"Farmer",69,13
"1553",-4719089628976.1,-1892650332403.64,-167841527.009494,-762998.675666975,"Farmer",69,14
"1554",-7194575982412.04,-5045006040961.83,-169766187.331165,-584408.211674199,"Farmer",69,15
"1555",-6656084187852.28,-5780144944262.64,-161950735.906057,-523027.203693762,"Farmer",69,16
"1556",-2575189585749.44,-208938909436.514,-154649309.421855,-912549.821802534,"Farmer",69,17
"1557",-6651749414564.78,-5675472131493.17,-164519716.861223,-544080.214036015,"Farmer",69,18
"1558",-3211245681349.81,-853848733926.4,-156717980.037078,-859698.905480321,"Farmer",69,19
"1559",-6545360210099.62,-2192323165345.85,-173204855.895916,-749400.645319291,"Farmer",69,20
"1560",-4428995983498.15,-1221155694502.5,-164696246.139346,-806452.513633819,"Farmer",69,21
"1561",-3947334243789.33,-760223964903.862,-160830027.678084,-852584.045228113,"Farmer",69,22
"1562",-7802882672301.43,-3612084761295.23,-180068564.232513,-648911.861355626,"Farmer",69,23
"1563",-3102034259634.54,-1017321347893.03,-158534904.424455,-816548.621351151,"Farmer",69,24
"1564",-1470325052720.47,-177282221487.649,-142341868.284938,-930098.377136344,"Farmer",69,25
"1565",-3761882380080.45,-945605326873.563,-162158873.795945,-841192.669553088,"Farmer",69,26
"1566",-1322167993789.98,-127820891497.885,-144824786.229221,-946655.321762331,"Farmer",69,27
"1567",-7298662345189.58,-1707619984635.83,-185118609.882042,-701863.575564128,"Farmer",69,28
"1568",-1614879119240.63,-304523230668.549,-146393658.352762,-926169.553342069,"Farmer",69,29
"1569",-7823771973534.92,-2991835575711.34,-184535719.848246,-648802.036172928,"Farmer",69,30
"1570",-1521791423921.02,-128976417228.045,-144365758.5917,-943029.680108058,"Farmer",69,31
"1571",-8246477977938.5,-4166107195948.65,-179875836.111782,-624159.46865703,"Farmer",69,32
"1572",-8656523192771.93,-3945178640647.51,-182999166.368934,-637815.191805324,"Farmer",69,33
"1573",-7140544895923.54,-5404926353821.79,-165190847.58002,-553795.568482536,"Farmer",69,34
"1574",-2765763655187.37,-249550299792.406,-154962411.214386,-890350.925669091,"Farmer",69,35
"1575",-5315123154038.04,-2565632676647.93,-167374455.411532,-702302.802773303,"Farmer",69,36
"1576",-7263106763411.54,-2989048961653.42,-177317387.480749,-687347.100098918,"Farmer",69,37
"1577",-7821451187435.87,-5266956048505.18,-174020928.707512,-570964.675467294,"Farmer",69,38
"1578",-3290279821143.14,-758550902249.034,-159417827.994191,-873956.497086417,"Farmer",69,39
"1579",-3088953534512.4,-1106058524101.27,-149405340.058273,-842250.419831563,"Farmer",69,40
"1580",-7843840751311.32,-5794427194125.11,-168399507.441599,-520697.100405371,"Farmer",69,41
"1581",-8027793781619.41,-3844425649419.78,-179530012.891626,-631880.382427254,"Farmer",69,42
"1582",-5613139930300.45,-1410765099467.53,-175342825.8527,-738506.586886853,"Farmer",69,43
"1583",-7167109439628.07,-5831929459432.42,-160862517.928688,-502531.372011703,"Farmer",69,44
"1584",-5208783749118.27,-2153421673780.06,-165035429.825686,-723974.051053909,"Farmer",69,45
"1585",-1655669708265.67,-155765013512.008,-147199569.210257,-927123.832998095,"Farmer",69,46
"1586",-5160176622485.58,-2739155221981.92,-164271611.044144,-696703.054015114,"Farmer",69,47
"1587",-6774185060095.46,-2585066236894.81,-175961318.685134,-691934.257602973,"Farmer",69,48
"1588",-6269281172371.73,-2374526345540.95,-171892804.07596,-708718.696706705,"Farmer",69,49
"1589",-7375295179329.69,-2100482454046.69,-178711856.448596,-711328.946624644,"Farmer",69,50
"1590",-8686268416388.89,-2710062774160.33,-183634285.304182,-656030.761376763,"Farmer",70,1
"1591",-7037578179636.38,-6233553299959.3,-158147485.154063,-478547.796859438,"Farmer",70,2
"1592",-961286516734.838,-182105572145.123,-131966587.143363,-973966.541905921,"Farmer",70,3
"1593",-7261298798575.75,-1236416463515.15,-191790588.684096,-715124.86308377,"Farmer",70,4
"1594",-1194167886141.52,-298396806583.926,-136131878.031641,-954433.326747753,"Farmer",70,5
"1595",-5926336251673.69,-3882369027198.93,-156665668.324178,-604156.807271735,"Farmer",70,6
"1596",-2978818446698.56,-396331321128.576,-150947647.374368,-878393.132037107,"Farmer",70,7
"1597",-2571449475387.1,-681132052687.13,-151449419.679662,-896951.581162825,"Farmer",70,8
"1598",-2112954645066.91,-557475190491.403,-146771598.958528,-914073.048195984,"Farmer",70,9
"1599",-6935229482384.84,-5097478429002.41,-160891422.907801,-570922.150917751,"Farmer",70,10
"1600",-8228930209258.65,-3578350812202.62,-181998818.977458,-617225.422113974,"Farmer",70,11
"1601",-2489767835852.83,-1129551152497.33,-143711987.213277,-808427.520185997,"Farmer",70,12
"1602",-7756425759458.02,-4307684625576.89,-171098152.869481,-556439.983952942,"Farmer",70,13
"1603",-3947717233583.05,-819940711102.44,-156505538.699861,-799084.58204227,"Farmer",70,14
"1604",-7900124198085.39,-6002339979555.66,-166478756.810488,-509627.103389321,"Farmer",70,15
"1605",-8276857556225.34,-2318443621257.79,-186100387.443009,-673118.373176851,"Farmer",70,16
"1606",-8231905190136.92,-2324020872207.06,-190381484.043099,-644320.40953914,"Farmer",70,17
"1607",-2852995482933.89,-660611819297.06,-155590093.605523,-827599.669472363,"Farmer",70,18
"1608",-2513056824113.16,-280823047944.826,-148956320.22995,-901797.701657694,"Farmer",70,19
"1609",-7366954606478.68,-3304319504190.47,-176570264.503365,-628617.250278738,"Farmer",70,20
"1610",-2156462146562.22,-771600938570.757,-141593345.905768,-852422.115109428,"Farmer",70,21
"1611",-5516786327397.74,-1762243357150.6,-172044741.91675,-726955.820106423,"Farmer",70,22
"1612",-3604998844633.77,-1048914410187.31,-151529021.719494,-786296.49393367,"Farmer",70,23
"1613",-2007488548844.26,-516301961850.033,-149007573.23775,-936128.121091092,"Farmer",70,24
"1614",-4398689008574.5,-991889404524.346,-164823954.208235,-763938.986266793,"Farmer",70,25
"1615",-8116197616259.63,-5900495428830.64,-168710215.057729,-517802.909652235,"Farmer",70,26
"1616",-1327367534623.49,-401434034970.876,-138700362.460004,-952455.979631108,"Farmer",70,27
"1617",-5004552744663.39,-2741294062043.59,-158572599.819739,-683608.845346238,"Farmer",70,28
"1618",-7233681640008.07,-4116693038158.07,-166559489.873648,-595662.266115403,"Farmer",70,29
"1619",-6102652303693.03,-2375695682718.05,-170856073.265269,-665504.471852533,"Farmer",70,30
"1620",-1292849736718.03,-231708625406.993,-138489536.120547,-974624.93285349,"Farmer",70,31
"1621",-4295562607408.3,-2111765699801.25,-155667127.07422,-695541.206845251,"Farmer",70,32
"1622",-6535940054583.07,-5333037790068.93,-158276951.839118,-518064.022101601,"Farmer",70,33
"1623",-7126752622322.85,-4812790639177.15,-170438078.42615,-583866.487154072,"Farmer",70,34
"1624",-3259953197931.93,-592184378225.15,-157168912.446251,-823101.605544682,"Farmer",70,35
"1625",-6559984966578.99,-1561579261004.43,-183647087.677259,-689108.529710425,"Farmer",70,36
"1626",-6458908665983.96,-1858542831011.07,-180753029.555072,-685603.64372066,"Farmer",70,37
"1627",-2945327913319.68,-940508437154.78,-148998441.571677,-842626.55615764,"Farmer",70,38
"1628",-5486939564319.43,-1608288812604.82,-164833579.87388,-736990.29809593,"Farmer",70,39
"1629",-7324203173940.26,-5326081526007.82,-164013042.697816,-526873.246759051,"Farmer",70,40
"1630",-4930271275503.68,-2093469397438.52,-162213881.578558,-702984.213846894,"Farmer",70,41
"1631",-3256236295443.14,-1415720627221.78,-151420312.87833,-799721.338717718,"Farmer",70,42
"1632",-4630818708615.39,-3051152535727.72,-154097109.509436,-670939.931662899,"Farmer",70,43
"1633",-5975925372383.66,-3590882036976.8,-159952240.369772,-620113.987791382,"Farmer",70,44
"1634",-7334145392084.53,-3076653215811.21,-174679343.029644,-623994.480793733,"Farmer",70,45
"1635",-1818013479842.28,-562874237093.973,-141888845.248387,-904813.576298848,"Farmer",70,46
"1636",-6372645039750.99,-4508648154784.45,-163273710.192428,-596891.951113422,"Farmer",70,47
"1637",-1687304775909.7,-259180384797.636,-142560622.179293,-933942.735037867,"Farmer",70,48
"1638",-7144863811120.83,-4792428581708.42,-163103521.540797,-533784.511163471,"Farmer",70,49
"1639",-6139601909201.3,-2375793757735.56,-169791244.75024,-696147.748390145,"Farmer",70,50
"1640",-1435405997200.48,-179688963592.025,-141578021.280776,-974864.455019768,"Farmer",71,1
"1641",-7421800292660.69,-6157285381595.84,-166379243.359677,-492972.648921563,"Farmer",71,2
"1642",-1666152633988.23,-795123885896.915,-135599704.888531,-844845.721171203,"Farmer",71,3
"1643",-8277391859959.31,-2427704469422.23,-188702444.523001,-658679.257874431,"Farmer",71,4
"1644",-1429551650323.22,-262897430535.716,-142941096.433648,-957352.697415568,"Farmer",71,5
"1645",-3289434170360.28,-547868699869.993,-160077059.204184,-834303.664685394,"Farmer",71,6
"1646",-2799022442126.47,-1058120183608.58,-148263956.298732,-809056.383848626,"Farmer",71,7
"1647",-1790226342970.77,-549952200690.985,-136163309.235065,-876023.070746108,"Farmer",71,8
"1648",-3468320357955.29,-1491319949361.08,-153441706.893489,-759260.593693076,"Farmer",71,9
"1649",-5550293961464.86,-1816381599185.38,-172873411.74412,-701640.765215751,"Farmer",71,10
"1650",-6243059973332.19,-1698844145969.32,-180112565.923927,-743747.185264922,"Farmer",71,11
"1651",-3844460993860.09,-1926986267373.72,-151412729.677754,-715609.333407476,"Farmer",71,12
"1652",-5105792647153.01,-3110299391222.81,-160218565.117757,-633062.456009323,"Farmer",71,13
"1653",-5736861220996.98,-1761312651984.16,-177182910.696406,-747522.997634584,"Farmer",71,14
"1654",-4568103308722.78,-793412692859.883,-172370781.366226,-827795.25142382,"Farmer",71,15
"1655",-6383190296238.81,-4523213107027.31,-167851995.921396,-588238.831157737,"Farmer",71,16
"1656",-2289952183480.33,-394067675429.659,-150268793.972329,-900633.384059845,"Farmer",71,17
"1657",-5901949777898.85,-3312422417630.92,-167039564.418761,-630008.297266137,"Farmer",71,18
"1658",-1528871250888.43,-316566947676.878,-137109326.944263,-924454.75830692,"Farmer",71,19
"1659",-6783107455516.54,-5703036885849.82,-163862780.826963,-510878.038009083,"Farmer",71,20
"1660",-6521181846479.34,-4220492557696.6,-172241122.237786,-604820.052330046,"Farmer",71,21
"1661",-2171842288939.79,-969413328931.641,-140090182.836985,-821464.468168241,"Farmer",71,22
"1662",-6427807459703.37,-3858400173842.79,-165452199.378487,-619034.450277031,"Farmer",71,23
"1663",-2577057306880.71,-1278091247476.87,-139968008.701957,-778555.545584904,"Farmer",71,24
"1664",-6161594030118.21,-1488464414183.3,-178049551.616957,-733254.551805349,"Farmer",71,25
"1665",-6498120392628.15,-4067056386728.05,-169515944.878438,-583964.639890689,"Farmer",71,26
"1666",-8024818577736.26,-2748295652472.49,-185406827.918884,-626260.226231786,"Farmer",71,27
"1667",-7127918536044.73,-4812552338953.59,-172552781.757928,-575770.439607547,"Farmer",71,28
"1668",-4923140208022.8,-3031056830157.27,-158937186.510229,-635346.740649213,"Farmer",71,29
"1669",-2029551436808.29,-253130664640.735,-147074131.436773,-931767.059404606,"Farmer",71,30
"1670",-2670885930534.9,-742676633984.31,-150023363.469085,-878917.290442316,"Farmer",71,31
"1671",-6706496255128.81,-5350695155419.49,-164548270.641363,-517991.623412123,"Farmer",71,32
"1672",-3899866533513.01,-896159817553.886,-162961706.245931,-766298.842677401,"Farmer",71,33
"1673",-2322083299321.85,-471056514510.797,-149158742.503747,-865717.507813043,"Farmer",71,34
"1674",-6854525905953.48,-5171980658146.51,-167538880.976808,-534789.770659579,"Farmer",71,35
"1675",-6217645210546.1,-5095405305025.64,-163676944.299033,-556402.649750185,"Farmer",71,36
"1676",-4385193672676.81,-2280031037389.52,-159366736.783376,-696297.276250936,"Farmer",71,37
"1677",-3834623462154.34,-1081364462066.65,-158039369.117221,-758828.956975216,"Farmer",71,38
"1678",-8225465404460.76,-2287586306231.47,-184041056.924493,-693470.742359904,"Farmer",71,39
"1679",-4414080901144.46,-2632685252086.9,-155814644.515172,-669160.790028357,"Farmer",71,40
"1680",-1775939776464.59,-206547566908.542,-143456428.114109,-942134.428172282,"Farmer",71,41
"1681",-3731423275626.33,-875942308281.174,-165657671.068496,-795559.539295843,"Farmer",71,42
"1682",-7336747166261.08,-3138478488339.97,-175492535.551499,-646641.182462928,"Farmer",71,43
"1683",-3531578356070.77,-881683570072.829,-163012288.536756,-829017.801011121,"Farmer",71,44
"1684",-6614475920441.43,-4863712643298.66,-165727163.115039,-548097.459010949,"Farmer",71,45
"1685",-2536492839834.06,-1160178877962.99,-142850061.116023,-769562.425343038,"Farmer",71,46
"1686",-1942419574273.62,-294543656302.873,-142118201.854533,-923395.709903869,"Farmer",71,47
"1687",-7847711012997.52,-2331558521984.46,-186490460.248244,-677155.840942225,"Farmer",71,48
"1688",-5435594903702.33,-2554539044444.53,-166520819.333274,-686067.933154215,"Farmer",71,49
"1689",-1705148836260.82,-356655323447.611,-143847695.010675,-909189.279504677,"Farmer",71,50
"1690",-8812419421425.37,-5448975882204.45,-180193305.800886,-561736.746399436,"Farmer",72,1
"1691",-1600213269914.46,-236262624439.473,-144935172.728356,-959972.993021815,"Farmer",72,2
"1692",-7667750148365.8,-2049857767059.13,-192650553.7066,-676028.393242147,"Farmer",72,3
"1693",-2406659805439.79,-1146760544207.97,-141522512.423234,-818412.088888286,"Farmer",72,4
"1694",-7741235965012.4,-6411128303170.43,-169131460.661736,-520878.936167346,"Farmer",72,5
"1695",-8618120134534.16,-6016618590322.77,-175904510.089575,-539024.625802037,"Farmer",72,6
"1696",-1909043010041.55,-356383161296.552,-151768728.194017,-940437.603592787,"Farmer",72,7
"1697",-3825602698894.33,-954710960345.801,-164640516.054438,-796321.462247507,"Farmer",72,8
"1698",-1985829080413.42,-360566513595.754,-150456524.97695,-947535.553576639,"Farmer",72,9
"1699",-4375478357949.83,-1294735157404.61,-152310099.119943,-774356.905344061,"Farmer",72,10
"1700",-2758451279625.89,-1143458749705.48,-143757241.697119,-807326.949012575,"Farmer",72,11
"1701",-8522412015745.59,-5140239854947.91,-179955488.997956,-572472.352324406,"Farmer",72,12
"1702",-3654252317227.59,-1864695899334.26,-150228387.409809,-757251.443110608,"Farmer",72,13
"1703",-7980580015509.78,-6411889089125.99,-170570174.090943,-522404.027926554,"Farmer",72,14
"1704",-4686456004734.07,-2859880323301.66,-157387871.072728,-674908.783566145,"Farmer",72,15
"1705",-7322988161626.89,-5610351514133.82,-168094270.392773,-546160.187944301,"Farmer",72,16
"1706",-5038907137245.51,-3726057699089.84,-162609438.287226,-644433.407202254,"Farmer",72,17
"1707",-4871324365557.7,-2152852859873.81,-163577457.206545,-729273.109759021,"Farmer",72,18
"1708",-2201252935633.44,-452596190060.593,-152139552.44089,-913459.904493942,"Farmer",72,19
"1709",-7529263462841.31,-2893808047015.14,-186227434.447307,-626174.115492672,"Farmer",72,20
"1710",-2765749272052.35,-750915705387.109,-156456487.440895,-896823.649202618,"Farmer",72,21
"1711",-7276761739260.37,-1910064316531.59,-189500963.151471,-696276.913301337,"Farmer",72,22
"1712",-7284834860875.95,-2693530588471.36,-184935955.931206,-629568.493267445,"Farmer",72,23
"1713",-2197347828658.63,-561315980639.153,-149682132.010425,-927037.48778014,"Farmer",72,24
"1714",-6974005268254.95,-3236648020701.12,-176078424.20158,-644877.812054297,"Farmer",72,25
"1715",-3123227875553.83,-1008193673020.38,-150002093.256588,-838426.09335186,"Farmer",72,26
"1716",-3011030943449.11,-833651861529.707,-155848822.273189,-852749.984697483,"Farmer",72,27
"1717",-6376619811572.95,-1694741270138.01,-184241544.433738,-711537.161744099,"Farmer",72,28
"1718",-6407933983305.58,-4746069239636.71,-162995072.353195,-583820.095363807,"Farmer",72,29
"1719",-6858435271322.64,-4024736834536.2,-172398271.881714,-626421.289469822,"Farmer",72,30
"1720",-5964706399920.92,-1223699888246.42,-180587112.869612,-744317.788344799,"Farmer",72,31
"1721",-8172189490716.36,-4056403665600.07,-181365762.958999,-619905.364185312,"Farmer",72,32
"1722",-2952489542311.85,-1345527890513.98,-146890550.374082,-780454.461138142,"Farmer",72,33
"1723",-4355410838707.39,-1627533772318.71,-161208130.256354,-748769.978326637,"Farmer",72,34
"1724",-8102886428388.74,-2177457315167.9,-190088159.348337,-652420.2304583,"Farmer",72,35
"1725",-8344234785378.13,-4519650836796.55,-179099421.498178,-603722.950912827,"Farmer",72,36
"1726",-3577236179404.57,-957274277666.83,-158344222.01495,-830180.036523036,"Farmer",72,37
"1727",-5843335630312.19,-2642724333905.16,-168559112.273371,-686492.444333567,"Farmer",72,38
"1728",-5226830852971.36,-2768469044677.99,-161301691.128459,-660820.216783875,"Farmer",72,39
"1729",-2854474319842.69,-677800104357.758,-156566223.87874,-878698.457144657,"Farmer",72,40
"1730",-5437526613838.67,-2549529334321.13,-167039847.874977,-671663.63499536,"Farmer",72,41
"1731",-3606444596073.03,-2131860839187.06,-150070824.941475,-702421.586980427,"Farmer",72,42
"1732",-6336022356326.35,-3372152778998.04,-171679571.347807,-629895.174803587,"Farmer",72,43
"1733",-2982346153617.9,-606964895407.05,-161621195.523894,-912631.91127593,"Farmer",72,44
"1734",-3300331291996.28,-1262404784303.81,-160763967.113707,-803199.582608282,"Farmer",72,45
"1735",-6433814577300.48,-2203461036076.69,-181013993.621345,-689883.230271178,"Farmer",72,46
"1736",-2916823424067.84,-942818410386.576,-156742401.729843,-873088.654773844,"Farmer",72,47
"1737",-2999672993411.15,-876989474262.652,-156968739.438746,-841645.365173871,"Farmer",72,48
"1738",-3444329064909.71,-1331646999278.77,-151945325.677071,-782047.814400176,"Farmer",72,49
"1739",-7031411003084.18,-4380565653142.34,-169437646.2555,-578637.701969473,"Farmer",72,50
"1740",-1235134393263.4,-136393360187.521,-138750146.904812,-953233.355679966,"Farmer",73,1
"1741",-1050720866980.15,-313629843708.772,-132976708.249045,-930503.237481003,"Farmer",73,2
"1742",-1036746452178.16,-259444078853.749,-135005222.206276,-943109.576747978,"Farmer",73,3
"1743",-8496154790765.3,-1910073903632.84,-190174656.824643,-659290.158724967,"Farmer",73,4
"1744",-6969544082529.45,-6191988206859.44,-157689038.066423,-469818.53879016,"Farmer",73,5
"1745",-8671510740543.88,-3991011716363.33,-181825458.647479,-605057.45317876,"Farmer",73,6
"1746",-6434775361471.85,-4421331862793.58,-165497764.211615,-588968.888936036,"Farmer",73,7
"1747",-6966974394642.97,-5856939198326.29,-160902048.474443,-498658.334387793,"Farmer",73,8
"1748",-3338406231710.14,-1051821037393.25,-157053493.388306,-820216.136357695,"Farmer",73,9
"1749",-6769638713773.45,-4895264817895.72,-163274311.380508,-533075.994250077,"Farmer",73,10
"1750",-2528013270330.72,-1290929418177.18,-146649383.577627,-773194.464481023,"Farmer",73,11
"1751",-4488327842251.78,-1049299001360.5,-168717056.929685,-812719.254765169,"Farmer",73,12
"1752",-7294175805934.93,-2832827654723.41,-176001190.202221,-660145.63551165,"Farmer",73,13
"1753",-1953992734607.41,-218239351386.502,-144736841.42608,-916361.857400446,"Farmer",73,14
"1754",-2457502286544.63,-575223876413.986,-150004240.619464,-863133.154408599,"Farmer",73,15
"1755",-6315894287267.64,-4568446584848.27,-163732313.092233,-560662.877151649,"Farmer",73,16
"1756",-6300065199851.22,-5601567415684.66,-161471891.312725,-517883.686134026,"Farmer",73,17
"1757",-5292220444298.09,-1106582409847.47,-179071483.080512,-784398.712362891,"Farmer",73,18
"1758",-8427938207650.99,-1824814079929.45,-189382919.463872,-679619.947026615,"Farmer",73,19
"1759",-6422782405753.34,-4694571264060.24,-159887334.921102,-549979.037519023,"Farmer",73,20
"1760",-1967469477521.69,-350149508299.285,-149416582.799545,-893911.726208254,"Farmer",73,21
"1761",-1422555770943.93,-525144392714.357,-137848923.009253,-892046.615021206,"Farmer",73,22
"1762",-1623692513139.85,-228436254875.1,-141322831.800861,-928215.402844324,"Farmer",73,23
"1763",-5794535506936.61,-1812505409812.17,-174348948.834797,-712666.030725802,"Farmer",73,24
"1764",-8327291688455.07,-3413596418590.58,-183677035.22714,-627273.684506442,"Farmer",73,25
"1765",-4172045539727.4,-2144269957732.81,-157467077.327925,-724535.940953336,"Farmer",73,26
"1766",-2118101877458.06,-591601979631.786,-148713340.337356,-878680.700498113,"Farmer",73,27
"1767",-3889005408360.77,-2318499604741.32,-154949861.203835,-688952.756260681,"Farmer",73,28
"1768",-2989369800296.1,-739420254018.442,-156118582.198295,-851585.942235995,"Farmer",73,29
"1769",-2956721063981.12,-569910306464.211,-156292817.564978,-874503.613045024,"Farmer",73,30
"1770",-1846528282806.92,-294606799925.404,-147556761.605702,-899682.441070247,"Farmer",73,31
"1771",-1748051935963.65,-202393646629.271,-143606186.288084,-943137.162100408,"Farmer",73,32
"1772",-4837175479069.88,-3792632479194.33,-154128290.217133,-621867.340566521,"Farmer",73,33
